"glytoucan_ac","glytoucan_type","glycan_mass","glycan_permass","base_composition","composition","topology","monosaccharides","is_motif"
"G82749ZI","Saccharide","326.12129707","424.23084756","G08453HV","G53862OE","G44794CK","2","False"
"G82753OZ","Saccharide","1973.73453947","2436.25099178","G19379ID","G04604QI","G02358GX","11","False"
"G82761BO","Saccharide","2005.72436873","2496.27212117","G60033FS","G50293LU","G91496ML","11","False"
"G82761DR","Topology","2475.8879246","3078.56087761","G60743GT","G55137LW","G82761DR","14","False"
"G82763TV","Saccharide","1031.35405481","1311.6670562","G53969DE","G68302RL","G70984WL","6","False"
"G82763XK","Saccharide","2296.81978536","2857.44578816","G52478RN","G52223PR","G49816XT","12","False"
"G82773SI","Saccharide","2884.06231987","3584.84482338","","G19411IB","G73480TE","16","False"
"G82777VB","BaseComposition","756.2106421","938.41409301","G82777VB","","","3","False"
"G82779CI","Saccharide","2005.72436873","2496.27212117","G60033FS","G50293LU","G91496ML","11","False"
"G82782PE","Saccharide","2491.88283923","3108.57144231","G80408KP","G45640VZ","G40957KD","14","False"
"G82789VD","BaseComposition","634.976819065","705.055069415","G82789VD","","","2","False"
"G82790IO","Saccharide","1031.31114411","1255.56154522","G22172OT","G49987DU","G12944WQ","5","False"
"G82792SO","Composition","499.190104975","625.330955605","G68627ND","G82792SO","","3","False"
"G82801BP","Topology","1289.43924107","1625.81484275","G77976VJ","G96970RU","G82801BP","6","False"
"G82801WV","Saccharide","3681.29614024","4564.28209465","G08182IE","G96816KA","G63567OG","18","False"
"G82802AE","Saccharide","2313.8351011","2874.4611039","G85987RP","G11787WA","G02115LJ","13","False"
"G82805SS","Composition","1029.30201923","1309.61502062","","G82805SS","","6","False"
"G82808IO","BaseComposition","835.306985345","1073.57303654","G82808IO","","","4","False"
"G82811EP","Saccharide","2376.77659995","2923.38695268","G35821UR","G06230KM","G79184DN","12","False"
"G82815IT","Topology","2162.72549098","2709.33584371","G94494JM","G47673XT","G82815IT","9","False"
"G82816UD","Topology","1242.44974615","1550.79404769","G26550KF","G74273EE","G82816UD","6","False"
"G82822AN","Topology","1040.39077465","1292.67247591","G51210WZ","G72933YZ","G82822AN","6","False"
"G82823JF","Saccharide","3025.0685275","3753.88233114","G13300LP","G28352HT","G01972UA","15","False"
"G82829MF","Saccharide","1722.64527083","2129.09912286","G83633GK","G30306AR","G61136BX","9","False"
"G82830MN","Composition","2239.79832162","2786.40867436","G92357TM","G82830MN","","12","False"
"G82831RJ","Saccharide","1322.40656074","1616.73521221","G40550UI","G69200XR","G22074CA","6","False"
"G82831RR","Saccharide","1127.38641757","1421.71506905","G71981YX","G10506KQ","G44834GV","5","False"
"G82841UV","Saccharide","2265.82520506","2826.45120787","","G19086BQ","G38290PW","11","False"
"G82845MH","Saccharide","2953.0473981","3667.84555167","G27898DM","G88089PY","G77056UT","15","False"
"G82847HG","Saccharide","2879.01061863","3579.79312213","G98715EM","G58318SA","G26085RC","14","False"
"G82849DC","Saccharide","444.1479058","570.28875643","G42518JM","G94829QB","G86086HS","3","False"
"G82850PC","Topology","1289.43924107","1625.81484275","G77976VJ","G58081YQ","G82850PC","6","False"
"G82851XG","Composition","2530.89373826","3147.58234134","G86886TH","G82851XG","","13","False"
"G82853JW","Composition","1265.38509701","1545.6980984","G29415RU","G82853JW","","6","False"
"G82853YO","Saccharide","2370.85656483","2945.4982177","G88633YS","G57860PF","G09437GG","13","False"
"G82854VG","Topology","2296.81978536","2857.44578816","G52478RN","G52223PR","G82854VG","12","False"
"G82858KU","Saccharide","1056.38568928","1322.68304061","G20956ZV","G82121AH","G15158NE","6","False"
"G82861UH","Saccharide","1722.64527083","2129.09912286","G83633GK","G30306AR","G20045DK","9","False"
"G82862JX","Saccharide","1533.54516279","1911.96771468","G23293FT","G28640WB","G11061BV","7","False"
"G82864KM","Saccharide","3099.10530697","3841.93476068","G95517DQ","G40992GJ","G81374LB","16","False"
"G82865BT","Topology","2134.76696186","2653.34601445","G46293AU","G39997WZ","G82865BT","11","False"
"G82868SO","Saccharide","2222.78300589","2769.39335862","G49174JP","G73366EA","G97599MN","11","False"
"G82869YD","Saccharide","1655.59183828","2062.04569031","G98993TR","G46433HY","G99481EP","9","False"
"G82871IM","Saccharide","2338.86673557","2885.4770883","G61613II","G29666DI","G64439DM","13","False"
"G82878DH","Saccharide","1665.6238071","2058.06200906","G88725PI","G42684TA","","9","False"
"G82879RY","Composition","1987.59025978","2394.04411181","G62273EM","G82879RY","","10","False"
"G82881HF","Saccharide","1056.38568928","1322.68304061","G20956ZV","G26614JB","G32554UC","6","False"
"G82886WI","Saccharide","1665.6238071","2058.06200906","G88725PI","G29913WR","G63253XC","9","False"
"G82887CX","Saccharide","1558.53907441","1964.99292644","G31852PQ","G45552IY","G44576SJ","9","False"
"G82889XG","Saccharide","2281.84527183","2814.4399745","G69107AL","G42085IV","G06228CC","13","False"
"G82893NF","Topology","1234.43342741","1556.79337902","G02815KT","G46969RI","G82893NF","7","False"
"G82893ZY","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G63977XF","3","False"
"G82894XV","Saccharide","3250.95970671","3923.71091007","G14844BI","G87936QS","G89012BV","16","False"
"G82901MT","Composition","2280.82487073","2827.43522346","G81088WT","G82901MT","","12","False"
"G82903VK","Composition","3900.37042748","4839.41898217","G60523GU","G82903VK","","19","False"
"G82905LJ","Topology","1331.44980577","1653.80975738","G34039IU","G91499ZS","G82905LJ","6","False"
"G82907WG","Saccharide","2484.92464444","3059.56629731","G48053DU","G78407RQ","","14","False"
"G82909UF","Topology","260.02020279","316.08280307","","","G82909UF","1","False"
"G82913AR","Topology","912.34343048","1164.62513174","","G89317KQ","G82913AR","5","False"
"G82917RE","Saccharide","1712.61330202","2133.08280412","G50616BB","G69492OP","G38714AE","9","False"
"G82920UX","Topology","2957.10385038","3657.88635388","","G45127TQ","G82920UX","17","False"
"G82921XU","Saccharide","2013.74068747","2490.27278984","G71576OE","","","10","False"
"G82924BW","Saccharide","3464.23750307","4291.1608572","G72316DU","G92889WH","G26297JK","18","False"
"G82930TB","BaseComposition","707.248407805","903.467508785","G82930TB","","","4","False"
"G82935CH","Composition","853.306316675","1077.5567178","G54630CD","G82935CH","","5","False"
"G82941PA","Topology","1478.53934912","1842.94625094","G72787SB","G32127JA","G82941PA","8","False"
"G82942ZJ","Saccharide","1583.57070888","1976.00891084","G15486FH","G23179JZ","G19860ZP","9","False"
"G82945RR","Saccharide","1640.59217262","2047.04602465","G68990JR","G73811LP","G39047SF","9","False"
"G82947LB","Topology","717.280376615","913.499477595","","G99747RT","G82947LB","3","False"
"G82950HY","Saccharide","586.22213341","740.39428418","G58001LT","G59848RU","G31881UK","3","False"
"G82952OK","Saccharide","1265.38509701","1545.6980984","G29415RU","G83585ZY","G88830DA","6","False"
"G82953UJ","Saccharide","1113.40715301","1393.72015442","G57317CE","G07595HH","G59325ZF","6","False"
"G82954PR","Saccharide","2078.76589923","2569.31365168","G87051GH","G26600KF","G08456JO","12","False"
"G82955EQ","Saccharide","1948.70290499","2425.23500737","G09197ZW","G96870OT","G29214ZG","11","False"
"G82955GG","Composition","2264.8299561","2797.42465876","G63205FU","G82955GG","","12","False"
"G82955US","Composition","666.178948","806.3354487","G32406CO","G82955US","","3","False"
"G82960NC","Saccharide","504.1690352","658.34118597","G39365VM","G09269CO","G58124XI","3","False"
"G82971GZ","Topology","164.06847357","220.13107385","G02438LG","G78318TC","G82971GZ","1","False"
"G82977OF","Saccharide","1786.65008149","2221.13523366","G83555HU","G84064OW","G36840GV","10","False"
"G82981QF","Saccharide","828.2746822","1066.54073339","G84322TE","G87830MO","G75449PM","5","False"
"G82985VK","BaseComposition","1517.51252531","1923.96637734","G82985VK","","","9","False"
"G82986KC","Saccharide","894.33286578","1118.5832669","G93579XB","G12641NB","G87787DE","5","False"
"G82986ZQ","BaseComposition","1034.2634334","1328.59208488","G82986ZQ","","","4","False"
"G82987BA","Saccharide","588.23778348","756.42558432","","G98556BK","G35438RA","3","False"
"G82989LK","Composition","3167.14141777","3952.01782169","","G82989LK","","18","False"
"G83001FQ","Saccharide","1193.4068783","1515.76682992","G05645NK","G10309VC","G68651CL","7","False"
"G83001IJ","Saccharide","1868.7031797","2303.18833187","G55382TU","G83224HD","G09276VG","10","False"
"G83006TR","Saccharide","1478.53934912","1842.94625094","G72787SB","G14445VK","G02654ED","8","False"
"G83007AG","Saccharide","1566.55539315","1958.99359511","G12456LJ","G11339YA","G29427JP","8","False"
"G83009HN","Topology","627.248682515","781.420833285","","","G83009HN","3","False"
"G83009TH","Saccharide","3681.29614024","4564.28209465","G08182IE","G96816KA","","18","False"
"G83010IY","Saccharide","836.29100094","1060.54140206","G63053UD","G62828VD","G16418XC","4","False"
"G83014KM","BaseComposition","2329.83001573","2904.4716686","G83014KM","","","13","False"
"G83022ZQ","Saccharide","2157.70231272","2648.25006516","G39346HW","G68418WR","G89203XK","11","False"
"G83029JC","Composition","1907.63344519","2328.10294729","G73943YH","G83029JC","","10","False"
"G83029YY","Composition","2093.74041275","2612.31946535","G40361DC","G83029YY","","11","False"
"G83031QK","Topology","1029.30201923","1295.59937055","G62150KR","G70492XG","G83031QK","6","False"
"G83035RI","Topology","3101.12095704","3843.95041075","G39471UU","","G83035RI","17","False"
"G83035SR","BaseComposition","1109.25883382","1375.55618514","G83035SR","","","6","False"
"G83037OI","Composition","2879.01061863","3579.79312213","G98715EM","G83037OI","","14","False"
"G83042PP","Saccharide","504.1690352","658.34118597","G39365VM","G09269CO","G78242EN","3","False"
"G83043MX","Saccharide","1624.59725799","2017.03545995","G59937CP","G75960US","G32304WN","9","False"
"G83046XL","Composition","1747.59627176","2140.03447371","","G83046XL","","9","False"
"G83048DI","Topology","2602.79132341","3163.41732621","G50576YD","G13368YT","G83048DI","13","False"
"G83049TZ","Composition","715.264726545","897.468177455","G81915OX","G83049TZ","","3","False"
"G83051OF","Topology","2400.83074402","3003.50369703","G53218VX","G45731AY","G83051OF","12","False"
"G83059BZ","Saccharide","1236.48680033","1516.79980173","G63612VM","G11432AF","G61415TZ","6","False"
"G83062JW","Saccharide","1722.64527083","2129.09912286","G83633GK","G31198HK","G46928MX","9","False"
"G83074ZL","Saccharide","748.27495691","944.49405789","G65171UV","G83574AW","G08673GI","4","False"
"G83078TI","Saccharide","1015.35914017","1337.71909179","","G87857TS","G41415PB","6","False"
"G83080UH","Topology","2093.74041275","2612.31946535","G40361DC","G83029YY","G83080UH","11","False"
"G83082ZQ","Saccharide","836.29100094","1060.54140206","G63053UD","G72763JE","G56236CP","4","False"
"G83088MZ","Saccharide","545.195584305","699.367735075","G52963ZW","G22331NZ","G15825TO","3","False"
"G83089UA","Saccharide","2167.77719222","2700.37189489","G14368ET","G79301FF","G27320YK","12","False"
"G83090ZI","Composition","2128.80401604","2619.35176849","G96430BV","G83090ZI","","11","False"
"G83092KI","Saccharide","504.1690352","658.34118597","G39365VM","G39466FU","G27838JR","3","False"
"G83092KU","Saccharide","1113.40715301","1393.72015442","G57317CE","G87030LJ","G13230RR","6","False"
"G83099NF","Saccharide","666.2218587","862.44095968","G90306QO","G88288TV","G60184IZ","4","False"
"G83101KA","Saccharide","3025.0685275","3753.88233114","G13300LP","G02830TY","G08262VQ","15","False"
"G83104JJ","Saccharide","1168.41296668","1462.74161815","G10057RC","G03476LE","G31008GE","5","False"
"G83106XM","Saccharide","3025.0685275","3753.88233114","G13300LP","G28352HT","G01972UA","15","False"
"G83108TD","Saccharide","3596.31614739","4437.25515159","G33792IQ","G79461MN","G23470JO","20","False"
"G83119OD","Saccharide","180.0633882","250.14163855","G81399MY","G29951RR","G05939SX","1","False"
"G83120BG","Saccharide","444.1479058","570.28875643","G42518JM","","","3","False"
"G83120FP","Saccharide","1015.35914017","1281.65649151","G25928EE","G88353XM","G31039KM","6","False"
"G83121BR","Topology","3085.12604241","3813.93984605","G24481HY","G12120SP","G83121BR","17","False"
"G83127FN","BaseComposition","2385.8562305","2960.49788337","G83127FN","","","13","False"
"G83131MU","Saccharide","1277.47562658","1613.85122826","","G58225KL","G10144JB","7","False"
"G83131MV","Composition","2401.80823443","2934.40293708","G86005AG","G83131MV","","12","False"
"G83133WF","Topology","2719.9938463","3364.71374952","G17650MH","G34399PU","G83133WF","15","False"
"G83134ZR","Saccharide","1331.48619128","1653.84614289","G52927ST","G09858ME","G25844GR","7","False"
"G83138EG","Topology","1234.43342741","1556.79337902","G02815KT","G46969RI","G83138EG","7","False"
"G83140GU","Saccharide","2029.7356021","2534.29900461","","G66403MA","G89328HG","9","False"
"G83141DC","Composition","3302.18467957","4087.0610835","G61655IQ","G83141DC","","17","False"
"G83141ZA","BaseComposition","2913.0412501","3613.8237536","G83141ZA","","","16","False"
"G83152ZM","Composition","2281.84527183","2814.4399745","G69107AL","G83152ZM","","13","False"
"G83154XN","Topology","1509.53392942","1887.9564813","G40309AV","G44907HQ","G83154XN","8","False"
"G83155JS","Topology","1041.38602361","1321.69902501","","G26391DZ","G83155JS","5","False"
"G83155KW","Saccharide","879.333200115","1117.5992513","","G09327UV","G90057EW","4","False"
"G83155SV","Topology","1275.45997651","1597.81992812","G57776ZU","G86288VS","G83155SV","7","False"
"G83159ZN","Saccharide","2118.77204723","2623.33544975","G26469QK","G51359PF","G35118MS","11","False"
"G83161QT","Saccharide","1558.53907441","1964.99292644","G31852PQ","G45552IY","G68588ED","9","False"
"G83162QK","Composition","1316.48652562","1638.84647723","G96743ZH","G83162QK","","7","False"
"G83163SN","Composition","1446.54951986","1782.92512154","G64876LY","G83163SN","","8","False"
"G83165OA","Saccharide","2733.97311086","3392.70866415","G25569EP","G93563JK","G16823AW","14","False"
"G83167TN","Topology","1316.48652562","1638.84647723","G96743ZH","G60879LY","G83167TN","7","False"
"G83169UB","Saccharide","488.17412057","628.33062127","G89864HJ","G58169SI","G99029QP","3","False"
"G83173HC","Saccharide","1074.39625398","1368.72490545","","G83416YQ","G10965GL","6","False"
"G83187XN","Topology","998.34382444","1264.64117577","G14090IF","G74354NS","G83187XN","5","False"
"G83188HN","Saccharide","754.19499203","922.38279287","G17798QE","G68151WH","G40810EH","3","False"
"G83192EO","Saccharide","2264.8299561","2797.42465876","G63205FU","G35218UM","G59544AR","12","False"
"G83192FQ","Saccharide","2587.915202","3218.61945515","G34447YB","G60942FK","G28286QK","13","False"
"G83193OB","Topology","545.195584305","699.367735075","G52963ZW","G40745SR","G83193OB","3","False"
"G83199QW","Saccharide","1355.45970181","1719.86660362","G85945LZ","G72753IQ","G90737TF","8","False"
"G83200RP","Saccharide","2588.9356031","3205.62420618","G72601ZT","G49241TZ","G03576JS","14","False"
"G83204BU","Saccharide","1769.63476576","2204.11991793","G54498TF","G15347NT","","9","False"
"G83205DW","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G63977XF","3","False"
"G83205TN","Saccharide","1185.42828241","1479.75693389","G97887RK","G61504NV","G32596NE","6","False"
"G83206VX","Saccharide","3681.29614024","4564.28209465","G08182IE","G96816KA","G63567OG","18","False"
"G83208TE","Topology","2809.03029144","3467.76584473","G42789YX","G93138GI","G83208TE","16","False"
"G83209DI","Saccharide","2370.85656483","2945.4982177","G88633YS","G57860PF","G38876MH","13","False"
"G83209GQ","Saccharide","666.2218587","862.44095968","G90306QO","G88288TV","G92495JT","4","False"
"G83211YC","Saccharide","2297.84018646","2844.4505392","G66933CM","G22939AC","","13","False"
"G83213GG","Saccharide","3244.14281473","4029.01921866","G59927DK","G84964XI","G08735ZX","16","False"
"G83218BR","Saccharide","513.205755045","639.346605675","G44607JV","G68438GJ","G15932VU","3","False"
"G83220EJ","Topology","853.306316675","1077.5567178","G54630CD","G31022UW","G83220EJ","5","False"
"G83222IG","Topology","504.1690352","658.34118597","G39365VM","G09269CO","G83222IG","3","False"
"G83223NT","Composition","383.142760805","495.267961365","G43417UB","G83223NT","","2","False"
"G83224HD","Composition","1868.7031797","2303.18833187","G55382TU","G83224HD","","10","False"
"G83229XP","BaseComposition","2224.8238081","2743.40286069","G83229XP","","","13","False"
"G83232VZ","Saccharide","2222.78300589","2769.39335862","G49174JP","G73366EA","G97599MN","11","False"
"G83234OM","Topology","2368.80319191","2985.49179499","G59324HL","G31089UT","G83234OM","14","False"
"G83234UJ","Saccharide","340.14818051","480.30468121","G33261MF","G89172MA","G03671RW","2","False"
"G83236KK","Saccharide","2077.74549812","2582.30890064","G70382FA","G54382UL","G45294SJ","11","False"
"G83236NT","Saccharide","326.12129707","424.23084756","G08453HV","G53862OE","G44794CK","2","False"
"G83238IZ","Topology","828.2317715","1010.43522241","G66863RH","G44967LM","G83238IZ","4","False"
"G83239YN","Composition","179.079372605","263.173273025","G99055MR","G83239YN","","1","False"
"G83241PZ","Saccharide","1882.68244426","2331.1832465","G52478HI","G65547KW","G05002AF","9","False"
"G83248UL","Saccharide","2898.04158444","3598.82408794","G81124ET","G67929YA","G20810IQ","16","False"
"G83251DV","Saccharide","676.25382751","872.47292849","","G56335QN","G75248WN","3","False"
"G83252PW","Saccharide","2661.95198146","3306.67188468","G01791IN","G97763ON","G72999XC","14","False"
"G83254ME","Saccharide","545.195584305","699.367735075","G52963ZW","G35447RX","G54807JV","3","False"
"G83257QY","Topology","1956.71922373","2419.23567604","G40968WZ","G60869NB","G83257QY","10","False"
"G83258AP","Saccharide","1874.66612552","2337.18257783","G15075HJ","G69492TQ","G67302OM","10","False"
"G83267FK","Saccharide","1373.50798936","1723.89924111","","G01357QI","G36481QA","6","False"
"G83269DZ","Topology","2198.72886182","2689.27661427","G21331WE","G00087BY","G83269DZ","11","False"
"G83269PQ","Saccharide","3025.0685275","3753.88233114","G13300LP","G28352HT","G53972TI","15","False"
"G83273JI","Saccharide","1072.38060391","1352.69360531","G92050GC","G86052EW","","6","False"
"G83273WX","Saccharide","1640.59217262","2047.04602465","G68990JR","G73811LP","G11200ZP","9","False"
"G83275YO","Composition","1435.49714995","1799.90405176","G98062TX","G83275YO","","7","False"
"G83276OP","Saccharide","836.29100094","1060.54140206","G63053UD","G97203HL","G74052AH","4","False"
"G83282IU","BaseComposition","2223.80340699","2756.39810966","G83282IU","","","12","False"
"G83283YA","Topology","499.190104975","625.330955605","G68627ND","G82792SO","G83283YA","3","False"
"G83284BH","","426.18495998","552.32581061","","","","2","False"
"G83293MB","Topology","2078.76589923","2569.31365168","G87051GH","","G83293MB","12","False"
"G83295QG","Saccharide","3099.10530697","3841.93476068","G95517DQ","G40992GJ","G28790AT","16","False"
"G83308JB","Saccharide","344.13186177","470.2727124","","G73721RY","G92258RH","2","False"
"G83311LS","Topology","150.0528235","206.11542378","G47957HH","G50503FZ","G83311LS","1","False"
"G83312LA","Topology","1884.69809433","2333.19889657","G81098PF","","G83312LA","10","False"
"G83312UD","Saccharide","1396.48625091","1760.89315273","G41247ZX","G62239ZY","G43582IK","8","False"
"G83313BI","Saccharide","3390.2007236","4203.10842766","G35280FV","G65937TS","G72750GQ","17","False"
"G83314WY","Saccharide","1396.48625091","1760.89315273","G41247ZX","G28830ZA","G64780OA","8","False"
"G83318BI","Saccharide","748.27495691","944.49405789","G65171UV","G13934DF","G54203BM","4","False"
"G83323GC","Saccharide","1517.51252531","1923.96637734","G82985VK","G57307JZ","G52170FN","9","False"
"G83344UL","Topology","2683.94756477","3328.66746799","G54327SO","G26044CJ","G83344UL","12","False"
"G83350FI","","","","","","","","False"
"G83351GP","Saccharide","869.301231305","1107.56728249","G15666IG","G13628FE","G60795RI","5","False"
"G83352GY","Saccharide","2255.79323626","2816.41923906","G55568ER","G79160YE","G18767HP","12","False"
